what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350569481899
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350569483533
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350569484955
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350569497106
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350569497162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350569497543
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350569505046
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1350569506737
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350569510690
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1350569518467
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350569520126
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570530657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570541558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570605747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570900937
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350570902878
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350570903047
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350570904370
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350570904582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570923862
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570945407
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1350570948121
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1350570981114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570981864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570983942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1350570995032
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350570999572
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350571075233
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1350571084171
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1350571140015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1350571149098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350571152132
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350572020600
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350572028386
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1350572032804
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350572033054
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350572034840
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1350572036206
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350572039809
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350572040948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350572042272
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350572058646
