what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1350628052293
java.vm.version,sysinfo,,,"20.0-b11",1350628052293
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350628268530
started,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.0.20111221,"edu.umd.cs.findbugs.plugin.eclipse",1350628269759
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350628274178
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350628274238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350628278544
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350628629168
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1350628633033
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350628646269
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350629256082
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350629257702
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1350629259999
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350629262951
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350629267617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350629272722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350630379070
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350630387490
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1350630390945
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350630391339
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350630391406
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1350630394179
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1350630395077
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1350630395113
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1350630395134
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1350630407130
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1350630409100
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350630422085
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350630433079
