what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354535326856
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1354535327001
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1354535338173
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354535349654
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354535351101
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354535359468
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354535361624
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354535361732
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354535367559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354535376023
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354535909813
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354535911987
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354535981528
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354535984507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354536024176
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1354536024227
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354536025121
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354536026922
