what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1354608384621
started,bundle,org.eclipse.wst.css.core,1.1.403.v201103021532,"org.eclipse.wst.css.core",1354608384622
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1354608384624
started,bundle,org.eclipse.wst.html.core,1.1.406.v201109271810,"org.eclipse.wst.html.core",1354608384625
started,bundle,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.ui",1354608384626
started,bundle,org.eclipse.wst.sse.core,1.1.506.v201110201853,"org.eclipse.wst.sse.core",1354608384628
started,bundle,org.eclipse.wst.sse.ui,1.2.5.v201108191505,"org.eclipse.wst.sse.ui",1354608384630
started,bundle,org.eclipse.wst.validation,1.2.204.v201109220700,"org.eclipse.wst.validation",1354608384630
started,bundle,org.eclipse.wst.xml.core,1.1.505.v201109271810,"org.eclipse.wst.xml.core",1354608384631
started,bundle,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui",1354608384633
started,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.0.20111221,"edu.umd.cs.findbugs.plugin.eclipse",1354608384663
os,sysinfo,,,"win32",1354608384668
arch,sysinfo,,,"x86",1354608384668
ws,sysinfo,,,"win32",1354608384668
locale,sysinfo,,,"en_US",1354608384668
processors,sysinfo,,,"2",1354608384668
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354608384668
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1354608384668
java.specification.name,sysinfo,,,"Java Platform API Specification",1354608384668
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354608384668
java.specification.version,sysinfo,,,"1.6",1354608384668
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354608384668
java.version,sysinfo,,,"1.6.0_25",1354608384668
java.vm.info,sysinfo,,,"mixed mode, sharing",1354608384668
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354608384668
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354608384668
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354608384668
java.vm.specification.version,sysinfo,,,"1.0",1354608384668
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354608384668
java.vm.version,sysinfo,,,"20.0-b11",1354608384668
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354608386350
activated,editor,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.core.htmlsource.source",1354608390417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354608397839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354608399416
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354608399624
